trade_date,Open,Close,High,Low,Volume,CPI,PPI,PMI,Close_Trend,Close_Seasonal,Close_Residual,Close_Volatility,CPI_Trend,CPI_Seasonal,CPI_Residual,PPI_Trend,PPI_Seasonal,PPI_Residual,PMI_Trend,PMI_Seasonal,PMI_Residual,CPI_Volatility,PPI_Volatility,PMI_Volatility,Log_Return,Daily_PCT_Change,Volume_Change,Volume_Zscore,Volume_Anomaly_Zscore,Volume_outlier,Volume_corrected,Mean,EMA,Volatility,Mean_non_overlap,Volatility_non_overlap,Long_Mean,Long_Volatility,CPI_YoY,CPI_MoM,CPI_Cycle,CPI_12M_Mean,CPI_12M_Vol,PPI_YoY,PPI_MoM,PPI_Cycle,PPI_12M_Mean,PPI_12M_Vol,PMI_YoY,PMI_MoM,PMI_Cycle,PMI_12M_Mean,PMI_12M_Vol,lag_CPI,lag_PPI,lag_PMI,Lag_5,Lag_10,Lag_22,Return,Volatility_Spread,Vol_PMI_Corr,Trend_Inflation_Spread,High_Inflation,Economic_Expansion,Real_Price,Price_Volume_Divergence,PMI_Price_Corr,Stagflation_Risk
2014-12-31,1000.000,1000.0,1000.000,1000.000,78757696.0,100.30,96.70,50.1,0.0,1.020825426525474,0.0,0.0,100.21602940714608,0.9972939393295401,0.0,96.93538824172953,0.9971369567774323,0.0,50.10014431248648,1.0018974782199244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.269462368978517,0,True,0.0,0.0,1000.0,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.08397059285391606,100.3,0.0,0,0,-0.23538824172952388,96.7,0.0,0.0,0.0,-0.0001443124864763945,50.1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0
2015-01-05,1011.130,1036.36,1042.880,1011.130,106366000.0,100.30,96.70,50.1,0.0,1.0244867458388165,0.0,0.0,100.22222885053728,0.9972943563681336,0.0,96.91096927970888,0.9971174238802462,0.0,50.100148063786826,1.001896462470029,0.0,0.0,0.0,0.0,0.0357145738239936,3.635999999999995,0.35054738015698184,3.6917271608631435,1,True,0.0,0.0,1003.4628571428572,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.07777114946271979,100.3,0.0,0,0,-0.2109692797088769,96.7,0.0,0.0,0.0,-0.00014806378682408194,50.1,0.0,0,0,0.0,0.0,0.0,0.0,3.635999999999995,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0
2015-01-06,1025.780,1035.22,1047.830,1023.920,103056900.0,100.30,96.70,50.1,0.0,1.0147075356083124,0.0,0.0,100.22843412521965,0.9972947741479063,0.0,96.88653397128255,0.9970979969782543,0.0,50.10015180506547,1.0012453104720889,0.0,0.0,0.0,0.0,-0.0011006093079459051,-0.11000038596625794,-0.03111050523663572,3.5212561162518767,1,True,0.0,0.0,1006.4873469387755,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.07156587478034737,100.3,0.0,0,0,-0.18653397128254312,96.7,0.0,0.0,0.0,-0.00015180506547096684,50.1,0.0,0,0,0.0,0.0,0.0,0.0,-0.11000038596625794,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0
2015-01-07,1028.110,1036.95,1042.490,1025.770,76892400.0,100.30,96.70,50.1,0.0,1.0073864665287071,0.0,0.0,100.23465646325863,0.9972951926688469,0.0,96.86205131940045,0.9970786760240299,0.0,50.1001555160185,1.0012441592936159,0.0,0.0,0.0,0.0,0.0016697475611990242,0.16711423658739566,-0.2538840194106362,2.1733700908275946,0,True,0.0,0.0,1009.3885519922255,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.06534353674136639,100.3,0.0,0,0,-0.16205131940044737,96.7,0.0,0.0,0.0,-0.00015551601850205543,50.1,0.0,0,0,0.0,0.0,0.0,0.0,0.16711423658739566,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0
2015-01-08,1039.960,1016.87,1039.960,1016.760,74022600.0,100.30,96.70,50.1,0.0,1.0020018818914873,0.0,0.0,100.24091206657205,0.9972956119309442,0.0,96.83747737326445,0.9970594609702769,0.0,50.100159165799994,1.0012430285323608,0.0,0.0,0.0,0.0,-0.019554430123369868,-1.9364482376199477,-0.037322284126909855,2.0255299518697467,0,True,0.0,0.0,1010.1010708501087,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.05908793342794638,100.3,0.0,0,0,-0.13747737326444565,96.7,0.0,0.0,0.0,-0.0001591657999924223,50.1,0.0,0,0,0.0,0.0,0.0,0.0,-1.9364482376199477,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0
2015-01-09,1012.630,1008.5,1047.250,1007.910,77871100.0,100.30,96.70,50.1,0.0,0.9995174040422744,0.0,0.0,100.24722167482335,0.9972960365847012,0.0,96.81275692851257,0.9970399861840273,0.0,50.10016271276428,1.001241918188459,0.0,0.0,0.0,0.0,-0.00826520354174744,-0.82311406571145,0.0519908784614429,2.2237886370670696,0,True,0.0,0.0,1009.9485879120032,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.05277832517664649,100.3,0.0,0,0,-0.11275692851256736,96.7,0.0,0.0,0.0,-0.00016271276427914927,50.1,0.0,0,0,0.0,1000.0,0.0,0.0,-0.82311406571145,0.0,0.0,0.0,0,1,0.0,-0.002757261766520025,0.0,0
2015-01-12,1006.010,999.8,1011.270,985.670,61084200.0,100.30,96.70,50.1,0.0,0.9933494638840884,0.0,0.0,100.25361013100472,0.9971286475777631,0.0,96.78782523374305,0.9960248344129993,0.0,50.10016610421253,1.0012408282620482,0.0,0.0,0.0,0.0,-0.008664098414796486,-0.8626673277144281,-0.21557291472702966,1.3589974918055554,0,False,61084200.0,0.0,1008.9820557299076,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.046389868995277084,100.3,0.0,0,0,-0.08782523374304674,96.7,0.0,0.0,0.0,-0.00016610421253204777,50.1,0.0,0,0,0.0,1036.36,0.0,0.0,-0.8626673277144281,0.0,0.0,0.0,0,1,0.0,-0.460994181174075,0.0,0
2015-01-13,998.380,999.72,1009.790,995.930,43487700.0,100.30,96.70,50.1,0.0,0.9980894726058656,0.0,0.0,100.26010594326983,0.9971272115880393,0.0,96.76260970721194,0.9960057009106142,0.0,50.100169276146445,1.0012397587532702,0.0,0.0,0.0,0.0,-8.001920465178598e-05,-0.008001600320062252,-0.28806958264166516,0.45249912774821116,0,False,43487700.0,0.0,1008.0999551842021,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.03989405673016222,100.3,0.0,0,0,-0.0626097072119336,96.7,0.0,0.0,0.0,-0.00016927614644401956,50.1,0.0,0,0,0.0,1035.22,0.0,0.0,-0.008001600320062252,0.0,0.0,0.0,0,1,0.0,-0.6123146600070308,0.0,0
2015-01-14,1000.760,991.48,1004.350,984.630,42338900.0,100.30,96.70,50.1,0.0,0.9984276465551511,0.0,0.0,100.26674084129111,0.9996277131624176,0.0,96.73703166820073,0.997619543340739,0.0,50.10017215303272,1.0012387096622704,0.0,0.0,0.0,0.0,-0.008276463475801908,-0.824230784619695,-0.02641666494204109,0.3933177382315983,0,False,42338900.0,0.0,1006.5171023095162,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.03325915870888707,100.3,0.0,0,0,-0.037031668200725676,96.7,0.0,0.0,0.0,-0.00017215303272166693,50.1,0.0,0,0,0.0,1036.95,0.0,0.0,-0.824230784619695,0.0,0.0,0.0,0,1,0.0,-0.49322446231018824,0.0,0
2015-01-15,991.990,1019.83,1019.830,987.270,54796500.0,100.30,96.70,50.1,0.0,0.9949623228720952,0.0,0.0,100.2735493251615,0.9999591953304329,0.0,96.7110080880945,0.9944286351708936,0.0,50.10017464758275,1.0012376809891974,0.0,0.0,0.0,0.0,0.02819244942220151,2.8593617622140632,0.29423532496120597,1.0350813855524164,0,False,54796500.0,0.0,1007.7849973276575,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.026450674838500277,100.3,0.0,0,0,-0.011008088094499158,96.7,0.0,0.0,0.0,-0.00017464758274599035,50.1,0.0,0,0,0.0,1016.87,0.0,0.0,2.8593617622140632,0.0,0.0,0.0,0,1,0.0,-0.25682194511817913,0.0,0
2015-01-16,1023.910,1025.11,1031.910,1020.520,61150300.0,100.30,96.70,50.1,0.0,0.994340707968332,0.0,0.0,100.28056820463772,0.9999576775454672,0.0,96.68445336663473,0.9944089187378589,0.0,50.100176660552826,1.001236672734204,0.0,0.0,0.0,0.0,0.005163977166396289,0.5177333477148105,0.11595266121011383,1.3624026883994345,0,False,61150300.0,0.0,1009.4349975821663,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.019431795362280013,100.3,0.0,0,0,0.015546633365275397,96.7,0.0,0.0,0.0,-0.00017666055282461457,50.1,0.0,0,0,0.0,1008.5,1000.0,0.0,0.5177333477148105,0.0,0.0,0.0,0,1,0.0,-0.198254071111441,0.0,0
2015-01-19,962.700,944.84,984.330,937.720,75803000.0,100.30,96.70,50.1,0.0,0.9882369513538605,0.0,0.0,100.28783612632894,0.9999561614512951,0.0,96.65728113911231,0.9943893334555856,0.0,50.10017808057094,1.0012356848974455,0.0,0.0,0.0,0.0,-0.08153960189810687,-7.830379178819824,0.2396177941890718,2.1172487418204584,0,True,60532783.333333336,0.0,1003.2830930505313,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.012163873671056535,100.3,0.0,0,0,0.04271886088768895,96.7,0.0,0.0,0.0,-0.0001780805709401534,50.1,0.0,0,0,0.0,999.8,1036.36,0.0,-7.830379178819824,0.0,0.0,0.0,0,1,0.0,-0.29593019477771265,0.0,0
2015-01-20,939.740,956.73,960.480,939.740,72037300.0,100.30,96.70,50.1,0.0,0.9914710241477273,0.0,0.0,100.29539308627457,0.9999546470479939,0.0,96.62940612044548,0.9943698792828173,0.0,50.100178783997016,1.0012347174790817,0.0,0.0,0.0,0.0,0.012505618995380559,1.2584141230261192,-0.04967745339894203,1.9232555676363456,0,True,59915266.666666664,0.0,998.8494651409569,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,0.004606913725424988,100.3,0.0,0,0,0.07059387955452223,96.7,0.0,0.0,0.0,-0.00017878399701487524,50.1,0.0,0,0,0.0,999.72,1035.22,0.0,1.2584141230261192,0.0,0.0,0.0,0,1,0.0,-0.6995003147960259,0.0,0
2015-01-21,961.000,1001.19,1001.190,957.690,76389500.0,100.30,96.70,50.1,0.0,0.987863756252517,0.0,0.0,100.30327992522749,0.9999531343356406,0.0,96.60074599214006,0.9943505561784788,0.0,50.10017863482426,1.0012337704792753,0.0,0.0,0.0,0.0,0.04542335150846809,4.647079113229435,0.06041592341745172,2.1474627781640288,0,True,59297750.0,0.0,999.0723732227705,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,-0.003279925227488434,100.3,0.0,0,0,0.09925400785994043,96.7,0.0,0.0,0.0,-0.00017863482425894972,50.1,0.0,0,0,0.0,991.48,1036.95,0.0,4.647079113229435,0.0,0.0,0.0,0,0,1001.19,-0.7944456875010437,0.0,0
2015-01-22,1001.850,1006.62,1009.500,996.730,68333300.0,100.30,96.70,50.1,0.0,0.9819251024822634,0.0,0.0,100.31153780386512,0.9999516233143126,0.0,96.57122333805461,0.9943313641016758,0.0,50.100177484630336,1.0012328438981926,0.0,0.0,0.0,0.0,0.005408891517008167,0.5423545980283384,-0.10546213812107685,1.732440920378743,0,True,58680233.333333336,0.0,999.7911948206018,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,-0.011537803865124374,100.3,0.0,0,0,0.12877666194539472,96.7,0.0,0.0,0.0,-0.0001774846303348454,50.1,0.0,0,0,0.0,1019.83,1016.87,0.0,0.5423545980283384,0.0,0.0,0.0,0,0,1006.62,-0.2599908150126613,0.0,0
2015-01-23,1010.500,1010.25,1024.480,1006.520,66509500.0,100.30,96.70,50.1,0.0,0.9810615221673633,0.0,0.0,100.32020765509229,0.9999501139840873,0.0,96.54076763468709,0.9943123030116954,0.0,50.10017517258769,1.0012319377360037,0.0,0.0,0.0,0.0,0.00359964094821896,0.36061274363712315,-0.026689769116960527,1.6384863432544408,0,True,58062716.666666664,0.0,1000.787271504354,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,-0.020207655092292498,100.3,0.0,0,0,0.15923236531291707,96.7,0.0,0.0,0.0,-0.0001751725876886212,50.1,0.0,0,0,0.0,1025.11,1008.5,0.0,0.36061274363712315,0.0,0.0,0.0,0,0,1010.25,-0.10213580429383329,0.0,0
2015-01-26,1011.900,1020.18,1021.060,1008.080,57445200.0,100.30,96.70,50.1,0.0,0.9853547665373157,0.0,0.0,100.32932961057739,0.9999486063450417,0.0,96.50931730135916,0.9942933728680056,0.0,50.10017152554343,1.0012282970159365,0.0,0.0,0.0,0.0,0.009781257338866414,0.982925018559766,-0.13628579375878636,1.1715313737249897,0,False,57445200.0,0.0,1002.6341980277488,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,-0.029329610577391918,100.3,0.0,0,0,0.19068269864084186,96.7,0.0,0.0,0.0,-0.00017152554342914073,50.1,0.0,0,0,0.0,944.84,999.8,0.0,0.982925018559766,0.0,0.0,0.0,0,0,1020.18,-0.16243938181996842,0.0,0
2015-01-27,1021.940,1008.66,1022.280,994.960,72416800.0,100.30,96.70,50.1,0.0,0.9894146262099283,0.0,0.0,100.33894239867945,0.9999471003972531,0.0,96.47682181519565,0.9942745736302553,0.0,50.10016635817988,1.0012246755270922,0.0,0.0,0.0,0.0,-0.011356365024427125,-1.1292124919131896,0.26062403821381075,1.942805826446891,0,True,54199150.0,0.0,1003.2080839298679,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,-0.038942398679452594,100.3,0.0,0,0,0.22317818480435392,96.7,0.0,0.0,0.0,-0.0001663581798752034,50.1,0.0,0,0,0.0,956.73,999.72,0.0,-1.1292124919131896,0.0,0.0,0.0,0,0,1008.66,0.04901053244323439,0.0,0
2015-01-28,1000.950,993.83,1007.770,992.480,50953100.0,100.30,96.70,50.1,0.0,0.9877043742253361,0.0,0.0,100.34908271097893,0.999945596140799,0.0,96.4432438951754,0.9942559052582741,0.0,50.10015947326789,1.001221073269074,0.0,0.0,0.0,0.0,-0.014811830400030675,-1.4702674835920804,-0.29639116890003425,0.8370854311059072,0,False,50953100.0,0.0,1002.3149330794043,0.0,1004.6325,23.9706778937144,0.0,0.0,0.0,0,-0.04908271097893646,100.3,0.0,0,0,0.2567561048246034,96.7,0.0,0.0,0.0,-0.0001594732678853461,50.1,0.0,0,0,0.0,1001.19,991.48,0.0,-1.4702674835920804,0.0,0.0,0.0,0,0,993.83,-0.34033418814661887,0.0,0
